CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
10351,"NORTH UIST, LOCH AN DUIN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10351/,https://canmore.org.uk/site/10351/,89309,874168,['evaluation'],0,0,0,,,,,,
10353,"NORTH UIST, OBAN TRUMISGARRY",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10353/,https://canmore.org.uk/site/10353/,87260,874700,['evaluation'],0,0,0,,,,,,
10366,"NORTH UIST, LOCH AONGHAIS, DUN AONAIS",,"BUILDING(S) (MEDIEVAL), CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10366/,https://canmore.org.uk/site/10366/,85600,873810,None,0,0,0,,,,,,
10367,"NORTH UIST, DUNAN DUBH",LOCH A'MHEIRBH,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10367/,https://canmore.org.uk/site/10367/,89076,874551,['evaluation'],0,0,0,,,,,,
10369,"NORTH UIST, LOCH BRU",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10369/,https://canmore.org.uk/site/10369/,89612,873914,['evaluation'],0,0,0,,,,,,
10499,"BERNERAY, LOCH BORVE, DUNAN",,DUN (PREHISTORIC)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10499/,https://canmore.org.uk/site/10499/,90970,880260,None,0,0,0,,,,,,
10513,"HARRIS, CARMINISH, DUN INNISGALL",,"DUN (PREHISTORIC), MIDDEN (PERIOD UNKNOWN), ARROWHEAD(S) (FLINT)(PERIOD UNKNOWN)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/10513/,https://canmore.org.uk/site/10513/,101964,885243,None,0,0,0,,,,,,
10514,"HARRIS, RODELPARK",RODIL,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10514/,https://canmore.org.uk/site/10514/,105070,883180,None,0,0,0,,,,,,
10516,"HARRIS, STROND, DUN BORAIGEO",BORAIGES POINT,DUN (PREHISTORIC)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10516/,https://canmore.org.uk/site/10516/,103070,883720,None,0,0,0,,,,,,
11149,"CREAGAN SOILLIER, SKYE",,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,SNIZORT,NGR given to the nearest 10m,https://canmore.org.uk/site/11149/,https://canmore.org.uk/site/11149/,137310,853780,None,0,0,0,,,,,,
12751,CASTLE SPYNIE,LEANACH,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE), OUTWORKS (PREHISTORIC)",INVERNESS-SHIRE,HIGHLAND,KILTARLITY AND CONVINTH,NGR given to the nearest 1m,https://canmore.org.uk/site/12751/,https://canmore.org.uk/site/12751/,254172,842053,['excavation'],0,0,0,,,,,casual excavation [robber trenches],
11661,"SKYE, DUN BAN",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11661/,https://canmore.org.uk/site/11661/,170120,810650,None,0,0,0,,,,,,
12240,DUN STRUY BEAG,,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,KILMORACK,NGR given to the nearest 10m,https://canmore.org.uk/site/12240/,https://canmore.org.uk/site/12240/,239670,839230,None,0,0,0,,,,,,
12241,CULLIGRAN,,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,KILMORACK,NGR given to the nearest 100m,https://canmore.org.uk/site/12241/,https://canmore.org.uk/site/12241/,234400,838800,None,0,0,0,,,,,,
10549,"HARRIS, DUN BORVE",DUN BHUIRIGH,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/10549/,https://canmore.org.uk/site/10549/,103335,894007,None,0,0,0,,,,,,
10550,"HARRIS, LOCH LANGAVAT",DUN BORVE 4,"BROCH (IRON AGE)(POSSIBLE), CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10550/,https://canmore.org.uk/site/10550/,104340,891630,None,0,0,0,,,,,,
10072,"NORTH UIST, LOCH SCOLPAIG, DUN SCOLPAIG","TOWER, FOLLY","DUN (LATER PREHISTORIC), TOWER (19TH CENTURY), QUERN (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10072/,https://canmore.org.uk/site/10072/,73103,875028,None,0,0,0,,,,,,
10076,"NORTH UIST, LOCH NAN GEARRACHUN",LOCH NAN GEARRACHAN,"CRANNOG (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10076/,https://canmore.org.uk/site/10076/,76752,874189,"['excavation', 'evaluation']",0,0,0,,,,,,
10087,"NORTH UIST, LOCH NAN GEARRACHUN","LOCH NAN GEARRACHAN, AIRIGH MHIC RUAIRIDH","CAUSEWAY (PREHISTORIC), CRANNOG (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10087/,https://canmore.org.uk/site/10087/,76612,874375,"['excavation', 'evaluation']",0,0,0,,,,,,
10859,"SKYE, DUNELIREACH",,"DUN (PREHISTORIC), FARMSTEAD (POST MEDIEVAL)",INVERNESS-SHIRE,HIGHLAND,DUIRINISH,NGR given to the nearest 1m,https://canmore.org.uk/site/10859/,https://canmore.org.uk/site/10859/,128879,841862,None,0,0,0,,,,,,
10861,"SKYE, DUN NEILL",ARDMORE,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,DUIRINISH,NGR given to the nearest 10m,https://canmore.org.uk/site/10861/,https://canmore.org.uk/site/10861/,128140,840750,None,0,0,0,,,,,,
12258,STRATHGLASS,,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,KILTARLITY AND CONVINTH,NGR given to the nearest 1km,https://canmore.org.uk/site/12258/,https://canmore.org.uk/site/12258/,236000,833000,"['evaluation', 'watching brief']",0,0,0,,,,,"The Factor of the Lovat Estates, Mr Cumming, has no knowledge of this dun, and it is not shown on the estate maps.",
10373,"NORTH UIST, DUN TOLOMAN",,"BUILDING(S) (POST MEDIEVAL), DUN (PREHISTORIC), MIDDEN (PERIOD UNKNOWN), UNIDENTIFIED POTTERY (PERIOD UNKNOWN)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10373/,https://canmore.org.uk/site/10373/,82070,874920,None,0,0,0,,,,,,
10375,"NORTH UIST, DUN EASHADER",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10375/,https://canmore.org.uk/site/10375/,80750,872660,['evaluation'],0,0,0,,,,,,
10376,"NORTH UIST, LOCH NAN GEIREANN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10376/,https://canmore.org.uk/site/10376/,84650,872780,None,0,0,0,,,,,,
11801,BARD'S CASTLE,,DUN (PERIOD UNASSIGNED),ROSS AND CROMARTY,HIGHLAND,KINTAIL,NGR given to the nearest 10m,https://canmore.org.uk/site/11801/,https://canmore.org.uk/site/11801/,189820,827900,None,0,0,0,,,,,,
9826,"SOUTH UIST, MINGARY, LOCH CNOC A' BUIDHE","MINGEARRAIDH, LOCH CNOC A' BHUIDHE","BUILDING (MEDIEVAL), CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/9826/,https://canmore.org.uk/site/9826/,74824,825883,['evaluation'],0,0,0,,,,,,
9827,"SOUTH UIST, LOCH BORNISH",,DUN (PERIOD UNASSIGNED)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 100m,https://canmore.org.uk/site/9827/,https://canmore.org.uk/site/9827/,73300,829400,None,0,0,0,,,,,,
9846,"SOUTH UIST, KILDONAN, MILL LOCH",LOCH GREANABECK,"CAUSEWAY (PREHISTORIC), CRANNOG (NEOLITHIC), DUN (PREHISTORIC), UNIDENTIFIED POTTERY (NEOLITHIC)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9846/,https://canmore.org.uk/site/9846/,74450,827230,['evaluation'],0,0,0,,,,,,
9849,"SOUTH UIST, MILTON, EILEAN AN STAOIR",,"CAUSEWAY (PREHISTORIC), CRANNOG (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/9849/,https://canmore.org.uk/site/9849/,73292,825954,None,0,0,0,,,,,,
9850,"SOUTH UIST, LOCH NAM FAOILEANN, SGEIR GHLAS",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9850/,https://canmore.org.uk/site/9850/,75150,820910,None,0,0,0,,,,,,
11527,"DUN TAVISON, SKYE",,DUN (PERIOD UNASSIGNED)(POSSIBLE),INVERNESS-SHIRE,HIGHLAND,KILMUIR,General location,https://canmore.org.uk/site/11527/,https://canmore.org.uk/site/11527/,150000,860000,None,0,0,0,,,,,,
11534,"DUN CONNAVERN, CULNAKNOCK, SKYE",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 10m,https://canmore.org.uk/site/11534/,https://canmore.org.uk/site/11534/,150850,862840,None,0,0,0,,,,,,
10382,"PABBAY, BAILENACILLE",,"BUILDING (PERIOD UNKNOWN), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/10382/,https://canmore.org.uk/site/10382/,88541,886958,None,0,0,0,,,,,,
10403,"NORTH UIST, LOCH A' GHEADAIS",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10403/,https://canmore.org.uk/site/10403/,91360,859380,None,0,0,0,,,,,,
10404,"NORTH UIST, LOCH NAN GEIREANN",,DUN (PERIOD UNASSIGNED)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10404/,https://canmore.org.uk/site/10404/,90420,868640,None,0,0,0,,,,,,
10405,"NORTH UIST, OB NAN STEARNAIN",LOCHMADDY,"DUN (PREHISTORIC)(POSSIBLE), NATURAL FEATURE (PERIOD UNKNOWN)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10405/,https://canmore.org.uk/site/10405/,91170,868730,None,0,0,0,,,,,,
10531,"TARANSAY, CLETT AN DUIN",PAIBLE,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10531/,https://canmore.org.uk/site/10531/,103580,899610,['excavation'],0,0,0,,,,,ˇexploratory excavation of the enterence OS (A A) 7 July 1969,OS (A A) 7 July 1969
10094,"NORTH UIST, LOCH NAN CLACHAN",DUNIC RAONUILL,"CAUSEWAY (PREHISTORIC), CRANNOG (NEOLITHIC), DUN (PREHISTORIC), UNIDENTIFIED POTTERY (NEOLITHIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10094/,https://canmore.org.uk/site/10094/,76780,873820,['evaluation'],0,0,0,,,,,,
10100,"NORTH UIST, TIGHARY, LOCH EAVAL, DUN MHIC RAOUILL",,DUN (IRON AGE),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10100/,https://canmore.org.uk/site/10100/,72630,871280,None,0,0,0,,,,,"Two of the wheelhouse bays were re-excavated and a section was excavated through the wall in an attempt to identify any pre-wheelhouse walling. It was quickly discovered that, in the re-excavated areas, Beveridge had removed archaeological deposits down to decayed bedrock, apart from those under the wheelhouse piers and a small truncated pit within one of the bays. The section through the wall confirmed that the wheelhouse was a secondary structure, revetting dumped occupation material and sealing an earlier structure when the wheelhouse was built suggests the passage of a considerable period of time between the occupation of the two structures. Finds were restricted to a small pottery assemblage and included two stratified sherds with applied wavy cordons from the wheelhouse wall core and the pit interior.",
10101,"NORTH UIST, TIGHARY, LOCH GROGARY, DUN GROGARY",,"CAUSEWAY (PREHISTORIC), GALLERIED DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10101/,https://canmore.org.uk/site/10101/,71253,871422,None,0,0,0,,,,,I Armit 1995.,
11541,"SKYE, DUN FAICH",DUN PHARVIG,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11541/,https://canmore.org.uk/site/11541/,166020,806970,None,0,0,0,,,,,,
11021,"SKYE, RUBH' AN DUNAIN",RUDH' AN DUNAIN,GALLERIED DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,BRACADALE,NGR given to the nearest 10m,https://canmore.org.uk/site/11021/,https://canmore.org.uk/site/11021/,139580,815970,"['excavation', 'excavated', 'excavations', 'trenches']",0,0,0,,,,,,
11042,"SKYE, KRAIKNISH",LOCH EYNORT,"DUN (IRON AGE), HUT(S) (POST MEDIEVAL)",INVERNESS-SHIRE,HIGHLAND,BRACADALE,NGR given to the nearest 10m,https://canmore.org.uk/site/11042/,https://canmore.org.uk/site/11042/,135460,823400,None,0,0,0,,,,,,
11048,"SKYE, DUN DIARMAID",,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,BRACADALE,NGR given to the nearest 10m,https://canmore.org.uk/site/11048/,https://canmore.org.uk/site/11048/,135450,838160,None,0,0,0,,,,,,
11195,"DUN SKUDIBURGH, SKYE",,"DUN (PREHISTORIC), FORT (PREHISTORIC)",INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 10m,https://canmore.org.uk/site/11195/,https://canmore.org.uk/site/11195/,137400,864720,None,0,0,0,,,,,,
12777,DRUMMONDREACH,,DUN (PREHISTORIC),ROSS AND CROMARTY,HIGHLAND,URQUHART AND LOGIE WESTER,NGR given to the nearest 1m,https://canmore.org.uk/site/12777/,https://canmore.org.uk/site/12777/,258164,857564,None,0,0,0,,,,,,
11814,GLEANN UDALAIN,,"CULTIVATION REMAINS (PERIOD UNASSIGNED), DUN (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED)",ROSS AND CROMARTY,HIGHLAND,LOCHALSH,NGR given to the nearest 10m,https://canmore.org.uk/site/11814/,https://canmore.org.uk/site/11814/,185060,827730,None,0,0,0,,,,,,
12398,CNOC A' CHRUAIDH,,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILTARLITY AND CONVINTH,NGR given to the nearest 1m,https://canmore.org.uk/site/12398/,https://canmore.org.uk/site/12398/,240440,841036,None,0,0,0,,,,,,
12400,AIGAS,CRAIGDHU,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILMORACK,NGR given to the nearest 1m,https://canmore.org.uk/site/12400/,https://canmore.org.uk/site/12400/,244997,840831,None,0,0,0,,,,,,
11383,"TOM NA H-URAICH, SKYE",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 10m,https://canmore.org.uk/site/11383/,https://canmore.org.uk/site/11383/,145060,873900,None,0,0,0,,,,,,
11389,"DRUIM NAN SLOCHD, SKYE",FLODIGARRY HOTEL,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 10m,https://canmore.org.uk/site/11389/,https://canmore.org.uk/site/11389/,146350,872140,None,0,0,0,,,,,,
11392,"SKYE, DUNTULM CASTLE","DUN DAVID, CASTLE OF DUNTULM","CASTLE (MEDIEVAL), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 1m,https://canmore.org.uk/site/11392/,https://canmore.org.uk/site/11392/,140994,874359,None,0,0,0,,,,,,
12294,WHITEBRIDGE,,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,BOLESKINE AND ABERTARFF,NGR given to the nearest 10m,https://canmore.org.uk/site/12294/,https://canmore.org.uk/site/12294/,249540,814710,None,0,0,0,,,,,,
11402,"SKYE, DUN HOLLAN, CONISTA",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILMUIR,NGR given to the nearest 10m,https://canmore.org.uk/site/11402/,https://canmore.org.uk/site/11402/,143330,873220,None,0,0,0,,,,,,
11417,"SKYE, DUN GEILBT",DALAVIL,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11417/,https://canmore.org.uk/site/11417/,156750,804800,None,0,0,0,,,,,,
11543,"SKYE, BARAVAIG",,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11543/,https://canmore.org.uk/site/11543/,168960,808930,None,0,0,0,,,,,,
11544,"SKYE, KNOCK CASTLE","CAISTEAL CAMUS, CAISTEAL UAINE, CASTLE CAMUS, CASTLE OF KNOCK, DUN HORAVAIG","CASTLE (MEDIEVAL), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 1m,https://canmore.org.uk/site/11544/,https://canmore.org.uk/site/11544/,167146,808717,['excavation'],0,0,0,,,,,,
11545,"SKYE, KNOCK",LOCH BARAVAIG,"DUN (PREHISTORIC), SHIELING (POST MEDIEVAL)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11545/,https://canmore.org.uk/site/11545/,167950,809830,None,0,0,0,,,,,,
11546,"SKYE, KNOCK, DUNAN CHOINNICH",,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11546/,https://canmore.org.uk/site/11546/,168290,808340,None,0,0,0,,,,,,
11547,"SKYE, DUN ELA",ILA,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11547/,https://canmore.org.uk/site/11547/,164640,805690,None,0,0,0,,,,,,
11550,"SKYE, DUN ACARDINON",CARN BREAC,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11550/,https://canmore.org.uk/site/11550/,163250,803050,None,0,0,0,,,,,,
11551,"SKYE, DUN A'CHLEIRICH",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11551/,https://canmore.org.uk/site/11551/,160590,800910,None,0,0,0,,,,,,
11552,"SKYE, DUN BAN",,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/11552/,https://canmore.org.uk/site/11552/,160030,800420,None,0,0,0,,,,,,
11556,"SKYE, DUN CHLO, TORMORE",,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 1m,https://canmore.org.uk/site/11556/,https://canmore.org.uk/site/11556/,161758,801510,None,0,0,0,,,,,,
11558,"SKYE, DUN BORERAIG",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,STRATH,NGR given to the nearest 10m,https://canmore.org.uk/site/11558/,https://canmore.org.uk/site/11558/,161510,816120,None,0,0,0,,,,,,
10415,"NORTH UIST, DUN BAN",LOCH HUNDER,"DUN (PERIOD UNASSIGNED), STRUCTURE(S) (PERIOD UNASSIGNED)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10415/,https://canmore.org.uk/site/10415/,90240,865340,None,0,0,0,,,,,,
10416,"NORTH UIST, LOCH HUNDER",,"BROCH (IRON AGE)(POSSIBLE), CAUSEWAY(S) (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10416/,https://canmore.org.uk/site/10416/,90460,865250,['excavated'],0,0,0,,,,,,
10417,"NORTH UIST, DUN LEIRAVAY",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10417/,https://canmore.org.uk/site/10417/,91212,867897,None,0,0,0,,,,,,
10425,"NORTH UIST, LOCH OBISARY",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10425/,https://canmore.org.uk/site/10425/,90080,862630,None,0,0,0,,,,,,
10429,"NORTH UIST, BUAILE CARAGARRY, DUN CARAGARRY",,"DUN (PREHISTORIC), HUT (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10429/,https://canmore.org.uk/site/10429/,92210,864070,None,0,0,0,,,,,,
10438,"NORTH UIST, LOCH IOSAL AN DUIN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10438/,https://canmore.org.uk/site/10438/,91715,877009,None,0,0,0,,,,,,
10439,"NORTH UIST, GROATAY, DUN MHIC LAITHEANN",,"BUILDING(S) (MEDIEVAL), DUN (LATER PREHISTORIC), SHIELING HUT(S) (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10439/,https://canmore.org.uk/site/10439/,97788,873187,None,0,0,0,,,,,,
10444,"NORTH UIST, PORTAIN, LOCH NA CAIGINN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC), FARMSTEAD (MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10444/,https://canmore.org.uk/site/10444/,95123,871991,None,0,0,0,,,,,,
10445,"NORTH UIST, LOCH NA DUBCHA",LOCH BRU,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10445/,https://canmore.org.uk/site/10445/,95748,872461,None,0,0,0,,,,,,
10446,"NORTH UIST, LOCH AN DUIN, DUN NIGHEAN RIGH LOCHLAINN",PORTRAIN,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC), UNIDENTIFIED POTTERY (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10446/,https://canmore.org.uk/site/10446/,95310,872369,None,0,0,0,,,,,,
12016,DUNAN DIARMID,,DUN (PERIOD UNASSIGNED),ROSS AND CROMARTY,HIGHLAND,KINTAIL,NGR given to the nearest 10m,https://canmore.org.uk/site/12016/,https://canmore.org.uk/site/12016/,193950,820710,None,0,0,0,,,,,,
12035,JANESTOWN,TOMACLARE,DUN (PERIOD UNASSIGNED)(POSSIBLE),ROSS AND CROMARTY,HIGHLAND,LOCHCARRON,NGR given to the nearest 1km,https://canmore.org.uk/site/12035/,https://canmore.org.uk/site/12035/,190000,840000,None,0,0,0,,,,,,
12649,CNOC A' CHINN,,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KIRKHILL,NGR given to the nearest 1m,https://canmore.org.uk/site/12649/,https://canmore.org.uk/site/12649/,259763,845147,None,0,0,0,,,,,,
12178,CREAG RUADH,,DUN (PERIOD UNASSIGNED),ROSS AND CROMARTY,HIGHLAND,CONTIN,NGR given to the nearest 10m,https://canmore.org.uk/site/12178/,https://canmore.org.uk/site/12178/,228660,853430,None,0,0,0,,,,,,
11069,"SKYE, DUN MERKADALE",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,BRACADALE,NGR given to the nearest 10m,https://canmore.org.uk/site/11069/,https://canmore.org.uk/site/11069/,138980,830610,None,0,0,0,,,,,,
10306,"BERNERAY, EILEAN AN DUNAIN",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 10m,https://canmore.org.uk/site/10306/,https://canmore.org.uk/site/10306/,89560,879970,None,0,0,0,,,,,,
10316,"NORTH UIST, CLACHAN, DUN ROSAIL",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10316/,https://canmore.org.uk/site/10316/,87830,875950,None,0,0,0,,,,,,
9757,"NORTH UIST, AIRD AN RUNAIR, AN CAISTEIL","HOUGHARRY, ARD AN RUNAIR, TRAIGH NAM FAOGHAILEAN","DUN (IRON AGE)(POSSIBLE), EROSION SITE (IRON AGE), MIDDEN (IRON AGE), STRUCTURE(S) (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9757/,https://canmore.org.uk/site/9757/,69700,871190,None,0,0,0,,,,,,
9775,"BARRA, BAY HIRIVAGH",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 10m,https://canmore.org.uk/site/9775/,https://canmore.org.uk/site/9775/,71130,802970,None,0,0,0,,,,,,
